"post_id","Page.Likes.at.Posting","Likes","Comments","Shares","Love","Wow","Haha","Sad","Angry","Thankful","Post.Views","Total.Views","language","plurality","unigrams_total","gna_unigrams","lna_unigrams","bigrams_total","gna_bigrams","lna_bigrams","post_date","page_id"
3185,1561479,342,34,11,12,1,10,1,0,0,9121,9243,"arabic","Location hidden",7,0,0,2,0,0,2019-04-21,381
3186,397407,1818,129,11,4,15,1,70,4,0,0,0,"arabic","Libya",12,0,0,9,0,0,2019-04-20,1210
3187,200401,1089,128,11,27,2,35,0,1,0,0,0,"arabic","Libya",42,0,0,25,0,0,2019-04-20,1040
3188,230079,611,48,11,13,1,8,2,1,0,18031,18179,"arabic","Libya",18,0,0,10,0,0,2019-04-20,1209
3189,138096,598,14,11,7,0,3,0,0,0,0,0,"arabic","Libya",19,0,0,8,0,0,2019-04-20,1342
3190,12939,101,146,11,3,0,8,1,8,0,0,0,"arabic","France",17,0,0,9,0,0,2019-04-09,91
3191,166113,259,81,11,2,2,58,3,0,0,0,0,"arabic","Libya",10,0,0,5,0,0,2019-04-05,1281
3192,NA,332,13,11,7,2,6,0,0,0,0,0,"arabic","Libya",36,1,0,18,0,0,2019-04-08,1215
3193,NA,413,18,11,5,0,3,1,0,0,0,0,"arabic","Turkey",41,0,0,12,0,0,2019-04-30,858
3194,6204681,183,49,11,4,2,10,0,0,0,0,0,"arabic","Italy",32,0,0,15,0,0,2019-04-18,90
3195,306253,330,44,11,12,1,14,0,1,0,0,0,"arabic","Libya",90,0,2,33,0,0,2019-04-24,813
3196,304470,1510,56,11,18,2,18,0,0,0,0,0,"arabic","Libya",13,0,0,7,0,0,2019-04-26,1169
3197,507401,167,14,11,1,0,0,0,0,0,0,0,"arabic","Location hidden",9,0,0,5,0,0,2019-04-17,39
3198,1976757,121,34,11,2,0,47,0,0,0,0,0,"arabic","Russia",31,2,0,15,0,0,2019-04-10,578
3199,372814,697,52,11,15,2,17,7,1,0,0,0,"arabic","Libya",37,0,0,20,0,0,2019-04-14,1459
3200,158799,436,36,11,0,3,39,0,1,0,0,0,"arabic","Egypt",23,0,1,11,0,0,2019-04-27,1474
3201,475440,281,17,11,6,0,5,1,0,0,0,0,"arabic","Libya",12,0,0,7,0,0,2019-04-06,1279
3202,2278846,945,141,11,17,4,60,0,1,0,0,0,"arabic","Libya",17,0,0,7,0,0,2019-04-06,1220
3203,606804,469,114,11,0,2,71,0,1,0,0,0,"arabic","Egypt",24,0,0,13,0,0,2019-04-05,380
3204,201841,106,5,11,7,0,0,0,0,0,0,0,"arabic","Qatar",28,0,0,15,0,0,2019-04-19,1129
3205,2280326,506,109,11,3,2,24,3,4,0,0,0,"arabic","Libya",12,0,0,5,0,0,2019-04-16,1220
3206,1555564,709,60,11,12,1,9,8,4,0,0,0,"arabic","Location hidden",12,0,0,6,0,0,2019-04-16,381
3207,373238,443,22,11,8,1,13,0,0,0,0,0,"arabic","Libya",48,0,0,25,0,0,2019-04-16,1459
3208,145914,1501,107,11,8,8,64,1,0,0,0,0,"arabic","Libya",29,0,0,11,0,0,2019-04-26,1253
3209,1283046,656,21,11,11,0,15,0,0,0,0,0,"arabic","Libya",9,0,0,7,0,0,2019-04-28,1101
3210,577963,1144,44,11,5,1,21,0,5,0,0,0,"arabic","Location hidden",27,0,0,14,0,0,2019-04-12,1131
3211,127500,1073,56,11,18,4,0,0,0,0,0,0,"arabic","Libya",21,0,1,5,0,0,2019-04-13,1478
3212,2283480,583,75,11,6,3,14,0,1,0,0,0,"arabic","Libya",29,0,0,11,0,0,2019-04-14,1220
3213,1282818,1543,106,11,4,3,26,10,3,0,0,0,"arabic","Libya",33,0,0,16,0,0,2019-04-14,1101
3214,NA,566,27,11,13,0,0,0,0,0,0,0,"arabic","Libya",21,0,1,6,0,0,2019-04-14,1186
3215,431968,464,36,11,11,1,26,0,1,0,0,0,"arabic","Libya",59,0,0,24,0,0,2019-04-11,1052
3216,303404,785,13,11,1,3,7,1,0,0,0,0,"arabic","Libya",19,0,0,5,0,0,2019-04-25,1169
3217,2280525,625,70,11,7,3,28,0,0,0,0,0,"arabic","Libya",22,0,0,9,0,0,2019-04-30,1220
3218,326571,896,334,11,8,3,0,88,1,0,0,0,"arabic","Libya",41,0,0,18,0,0,2019-03-31,903
3219,NA,124,4,11,2,0,1,1,1,0,1268,2521,"arabic","Libya",34,0,0,20,0,0,2019-04-12,1166
3220,418855,480,222,11,6,8,147,3,4,0,0,0,"arabic","Libya",6,1,0,4,0,0,2019-04-26,784
3221,NA,555,43,11,5,4,18,0,1,0,0,0,"arabic","Libya",13,0,0,7,0,0,2019-04-30,816
3222,149539,811,421,11,6,3,180,1,4,0,0,0,"arabic","Libya",57,0,0,22,0,0,2019-04-30,1331
3223,303363,921,82,11,17,0,20,0,0,0,0,0,"arabic","UK",26,0,0,12,0,0,2019-04-13,813
3224,NA,594,22,11,7,3,3,9,0,0,0,0,"arabic","Libya",17,2,0,9,1,0,2019-04-07,1213
3225,127286,1481,217,11,60,4,15,1,2,0,0,0,"arabic","Canada",30,0,0,2,0,0,2019-04-07,1228
3226,148746,1246,267,11,4,3,4,139,2,0,0,0,"arabic","Libya",67,1,0,53,0,0,2019-04-07,1372
3227,477770,631,88,11,3,2,15,7,1,0,0,0,"arabic","Libya",13,0,0,6,0,0,2019-04-08,1279
3228,279764,1747,125,11,42,1,6,0,0,0,0,0,"arabic","Libya",37,0,0,13,0,0,2019-04-08,1169
3229,339695,1823,87,11,24,5,24,0,1,0,0,0,"arabic","Libya",5,0,0,3,0,0,2019-04-03,1334
3230,1529922,476,19,11,0,2,6,13,5,0,0,0,"arabic","Location hidden",8,0,1,3,0,0,2019-04-03,381
3231,339695,3146,140,11,29,9,47,0,2,0,0,0,"arabic","Libya",6,0,0,4,0,0,2019-04-03,1334
3232,605519,757,55,11,2,3,41,2,0,0,0,0,"arabic","Egypt",28,0,0,13,0,0,2019-04-03,380
3233,139490,643,20,11,1,1,2,7,1,0,0,0,"arabic","Egypt",15,0,0,5,0,0,2019-04-03,1474
3234,264649,1325,38,11,13,2,2,0,0,0,0,0,"arabic","Libya",13,0,0,5,0,0,2019-04-03,1169
3235,185300,565,86,11,6,3,27,0,1,0,13764,14084,"arabic","Tunisia",9,0,0,2,0,0,2019-04-03,774
3236,NA,741,12,11,4,5,12,0,0,0,0,0,"arabic","Libya",15,0,0,6,0,0,2019-04-03,1253
3237,25123,761,31,11,9,0,0,0,0,0,0,0,"arabic","Libya",16,0,0,11,0,0,2019-04-03,1233
3238,160509,3924,173,11,23,4,27,2,0,0,0,0,"arabic","Libya",69,0,0,18,0,0,2019-04-03,1301
3239,NA,599,54,11,4,4,21,1,0,0,0,0,"arabic","Libya",30,1,0,9,0,0,2019-04-03,865
3240,217170,222,15,11,3,0,1,4,0,0,0,0,"arabic","Qatar",116,0,0,63,0,0,2019-04-11,862
3241,NA,399,8,11,4,1,0,0,0,0,0,0,"arabic","Libya",9,0,0,4,0,0,2019-04-06,1275
3242,338878,1295,11,11,4,3,0,2,8,0,0,0,"arabic","Libya",7,0,0,4,0,0,2019-04-06,1404
3243,141465,404,10,11,1,0,0,4,5,0,0,0,"arabic","Egypt",13,0,0,6,0,0,2019-04-06,1474
3244,NA,1202,84,11,15,5,6,2,2,0,0,0,"arabic","Libya",21,0,0,12,0,0,2019-04-25,1313
3245,1282964,465,23,11,11,0,4,0,1,0,0,0,"arabic","Libya",17,0,0,13,0,0,2019-04-25,1101
3246,NA,101,1,11,3,0,0,0,0,0,1506,1694,"arabic","Libya",10,0,0,8,0,0,2019-04-22,1130
3247,420178,1294,214,11,19,6,73,2,0,0,0,0,"arabic","Libya",16,0,0,8,0,0,2019-04-22,1381
3248,313062,432,78,11,10,1,10,0,0,0,9178,9548,"arabic","Location hidden",24,0,0,6,0,0,2019-04-22,1453
3249,NA,468,42,11,1,2,4,0,2,0,0,0,"arabic","Libya",19,0,0,7,0,0,2019-04-05,1310
3250,2082144,204,19,11,4,0,1,3,13,0,0,0,"arabic","Qatar",33,0,0,16,0,0,2019-04-05,864
3251,2277698,1124,81,11,9,0,45,2,1,0,0,0,"arabic","Libya",1,0,0,1,0,0,2019-04-05,1220
3252,129945,107,2,11,1,0,0,0,0,0,1194,4833,"arabic","Libya",24,1,0,14,0,0,2019-04-20,1478
3253,7496925,402,34,11,3,3,9,1,26,0,0,0,"arabic","Palestine",15,0,0,7,0,0,2019-04-20,568
3254,4928800,390,18,11,20,0,4,0,0,0,0,0,"arabic","Location hidden",22,0,0,8,0,0,2019-04-10,112
3255,1780387,4988,259,11,50,26,25,24,82,0,0,0,"arabic","UK",20,0,0,13,0,0,2019-04-10,1338
3256,419022,873,106,11,5,1,39,0,0,0,0,0,"arabic","Libya",68,0,0,35,0,0,2019-04-10,1381
3257,1442133,132,6,11,4,0,1,0,0,0,0,0,"arabic","Turkey",21,0,0,7,0,0,2019-04-24,1073
3258,218223,1698,191,11,2,3,1,69,1,0,0,0,"arabic","Libya",19,0,0,6,0,0,2019-04-16,1330
3259,489989,528,9,11,4,1,4,0,0,0,0,0,"arabic","Libya",15,0,0,9,0,0,2019-04-16,1279
3260,217759,194,14,11,5,2,0,0,0,0,0,0,"arabic","Qatar",18,0,0,8,0,0,2019-04-16,862
3261,393008,387,18,11,9,0,2,0,0,0,0,0,"arabic","Libya",13,0,0,3,0,0,2019-04-16,784
3262,NA,950,179,11,32,0,0,0,0,0,0,0,"arabic","Libya",13,0,0,9,0,0,2019-04-23,894
3263,NA,1071,66,11,23,1,2,0,0,0,0,0,"arabic","Turkey",83,2,0,33,1,0,2019-04-23,1312
3264,26638,194,9,11,1,3,4,0,0,0,0,0,"arabic","Libya",10,0,0,4,0,0,2019-04-23,1441
3265,148380,881,18,11,1,1,3,1,0,0,0,0,"arabic","Egypt",13,0,0,8,0,0,2019-04-18,1474
3266,407191,714,40,11,22,2,0,0,0,0,0,0,"arabic","Libya",9,0,0,4,0,0,2019-04-18,784
3267,199730,924,64,11,9,1,11,3,0,0,0,0,"arabic","Libya",5,0,0,3,0,0,2019-04-18,1040
3268,123047,2023,257,11,46,11,103,0,3,0,0,0,"arabic","Libya",6,0,0,3,0,0,2019-04-18,779
3269,NA,533,21,11,7,2,3,0,0,0,0,0,"arabic","Turkey",40,0,0,21,0,0,2019-04-18,1373
3270,NA,1129,191,11,40,7,57,1,0,0,0,0,"arabic","Libya",18,0,0,10,0,0,2019-04-18,1445
3271,369932,2574,170,11,11,9,45,7,0,0,0,0,"arabic","Libya",13,0,0,6,0,0,2019-04-18,1334
3272,2280867,1368,129,11,19,5,51,1,1,0,0,0,"arabic","Libya",25,0,0,8,0,0,2019-04-18,1220
3273,152750,1113,81,11,28,5,16,2,0,0,0,0,"arabic","Libya",1,0,0,1,0,0,2019-04-18,1372
3274,132280,441,11,11,2,0,1,0,0,0,0,0,"arabic","Libya",10,0,0,4,0,0,2019-04-18,1236
3275,492631,399,30,11,6,1,0,0,0,0,0,0,"arabic","Libya",11,0,0,8,0,0,2019-04-18,1279
3276,118162,1337,153,11,17,3,24,2,0,0,0,0,"arabic","Libya",24,0,0,6,0,0,2019-04-04,779
3277,206830,320,21,11,7,1,3,0,0,0,3324,3439,"arabic","Libya",56,0,0,21,0,0,2019-04-04,1132
3278,1896027,1191,57,11,13,1,7,0,0,0,0,0,"arabic","UAE",54,0,0,23,0,0,2019-04-04,1323
3279,117861,304,11,11,8,2,2,0,0,0,3786,4073,"arabic","Libya",13,0,0,8,0,0,2019-04-04,1478
3280,265544,493,27,11,9,0,29,0,0,0,0,0,"arabic","Libya",5,0,0,2,0,0,2019-04-04,1169
3281,535359,1037,14,11,14,5,8,0,0,0,0,0,"arabic","Libya",35,0,0,25,0,0,2019-04-04,681
3282,977537,564,21,11,6,0,1,0,0,0,0,0,"arabic","Location hidden",55,0,0,29,0,0,2019-04-04,788
3283,NA,255,11,11,7,0,1,0,0,0,0,0,"arabic","Libya",21,0,0,12,0,0,2019-04-04,1264
3284,1537936,451,28,11,13,1,8,1,0,0,0,0,"arabic","Location hidden",10,0,1,5,0,0,2019-04-06,381
3285,2280547,1003,181,11,16,0,65,0,0,0,0,0,"arabic","Libya",25,0,0,12,0,0,2019-04-24,1220
3286,129900,766,25,11,14,2,9,0,0,0,0,0,"arabic","Turkey",18,0,0,14,0,0,2019-04-23,1272
3287,NA,114,1,11,5,0,0,0,0,0,416,8605,"arabic","Turkey",19,0,0,14,0,0,2019-04-09,1272
3288,2282760,1289,153,11,4,10,25,50,36,0,0,0,"arabic","Libya",17,0,0,9,0,0,2019-04-11,1220
3289,NA,1515,95,11,21,0,12,2,0,0,0,0,"arabic","Libya",30,0,0,16,0,0,2019-04-13,909
3290,13255944,1102,76,11,37,1,22,1,1,0,0,0,"arabic","Qatar",13,0,0,4,0,0,2019-04-09,1252
3291,184075,131,26,11,0,0,2,9,8,0,0,0,"arabic","Libya",49,0,0,20,0,0,2019-04-10,1281
3292,133370,274,16,11,2,4,0,28,2,0,6466,6699,"arabic","Turkey",18,0,0,8,0,0,2019-04-26,1272
3293,2283116,1024,123,11,8,3,40,3,3,0,0,0,"arabic","Libya",16,0,0,10,0,0,2019-04-12,1220
3294,1283047,853,56,11,13,2,19,0,0,0,0,0,"arabic","Libya",19,0,0,13,0,0,2019-04-29,1101
3295,137829,331,13,11,10,1,2,1,0,0,3388,3661,"arabic","Turkey",9,0,0,5,0,0,2019-04-29,1272
3296,NA,466,37,11,6,1,2,2,0,0,0,0,"arabic","Libya",90,2,0,48,0,0,2019-04-29,1287
3297,NA,402,69,11,0,1,74,0,1,0,0,0,"arabic","Libya",7,0,0,4,0,0,2019-04-07,1011
3298,NA,744,42,11,16,2,2,0,0,0,0,0,"arabic","Turkey",21,1,0,10,0,0,2019-04-20,858
3299,494456,638,28,11,7,0,5,0,0,0,0,0,"arabic","Libya",13,0,0,10,0,0,2019-04-20,1279
3300,122613,969,65,11,17,2,3,0,0,0,0,0,"arabic","Turkey",98,2,0,50,2,0,2019-04-30,1312
3301,1283107,638,66,11,6,3,8,1,1,0,0,0,"arabic","Libya",19,0,0,12,0,0,2019-04-30,1101
3302,122959,212,7,11,3,1,0,0,0,0,2042,2355,"arabic","Libya",19,0,0,10,0,0,2019-04-08,1478
3303,148295,321,10,11,10,0,1,0,0,0,1985,2313,"arabic","Libya",19,0,0,10,0,0,2019-04-08,815
3304,279764,429,17,11,9,0,0,0,0,0,3331,3592,"arabic","Libya",19,0,0,10,0,0,2019-04-08,1169
3305,279268,1430,234,11,10,8,237,4,13,0,0,0,"arabic","Libya",9,0,0,5,0,0,2019-04-12,1326
3306,NA,269,10,11,5,1,0,0,0,0,3026,3159,"arabic","Turkey",9,0,0,3,0,0,2019-04-29,858
3307,186879,1116,198,11,57,2,44,0,0,0,0,0,"arabic","Libya",6,0,0,3,0,0,2019-04-22,1281
3308,573814,3204,109,11,8,23,82,0,0,0,0,0,"arabic","Libya",12,1,0,9,0,0,2019-04-21,681
3309,310844,536,75,11,5,1,62,1,0,0,0,0,"arabic","Libya",13,0,0,9,0,0,2019-04-09,1343
3310,NA,1000,53,11,35,3,1,2,0,0,0,0,"arabic","Turkey",14,1,0,8,0,0,2019-04-09,1272
3311,217541,230,56,11,1,1,59,0,0,0,12687,13301,"arabic","Libya",5,0,0,2,0,0,2019-04-11,1330
3312,291590,751,12,11,7,0,0,0,0,0,0,0,"arabic","Libya",40,0,1,24,0,0,2019-04-11,1169
3313,33809,229,29,11,3,1,19,1,0,0,5366,5952,"arabic","Libya",10,1,0,6,0,0,2019-04-10,950
3314,564410,3485,348,11,43,2,104,4,15,0,0,0,"arabic","Libya",13,1,0,7,0,0,2019-04-10,1160
3315,5145337,686,86,11,8,9,6,0,9,0,34937,36463,"arabic","UAE",12,0,1,8,0,0,2019-04-10,1254
3316,160183,1413,45,11,13,2,8,1,0,0,0,0,"arabic","Egypt",15,0,0,9,0,0,2019-04-28,1474
3317,NA,715,43,11,7,1,0,5,1,0,0,0,"arabic","Turkey",8,0,0,5,0,0,2019-04-26,858
3318,418257,1492,216,11,15,2,69,1,2,0,0,0,"arabic","Libya",20,1,0,9,0,0,2019-04-09,1381
3319,498883,1147,210,11,7,7,46,23,2,0,0,0,"arabic","Libya",50,0,0,24,0,0,2019-04-11,1189
3320,570267,3517,97,11,6,14,1,30,6,0,0,0,"arabic","Libya",5,0,0,2,0,0,2019-04-18,1160
3321,354253,2514,165,11,47,10,47,0,0,0,0,0,"arabic","Libya",8,0,0,4,0,0,2019-04-07,1334
3322,19429717,793,71,11,19,3,12,3,1,0,0,0,"arabic","UAE",26,0,0,18,0,0,2019-04-08,763
3323,NA,512,41,11,8,1,9,1,0,0,0,0,"arabic","Libya",23,0,0,13,0,0,2019-04-29,1384
3324,128332,703,52,11,22,1,10,0,0,0,0,0,"arabic","Canada",6,0,0,2,0,0,2019-04-10,1228
3325,178228,5387,164,11,14,24,34,9,4,0,0,0,"arabic","Libya",12,0,0,6,0,0,2019-04-10,1301
3326,1272069,1464,36,11,20,0,17,0,0,0,0,0,"arabic","Jordan",14,0,0,7,0,0,2019-04-10,389
3327,123608,780,30,11,19,0,3,0,0,0,0,0,"arabic","Libya",19,0,0,8,0,0,2019-04-10,1275
3328,NA,696,34,11,9,0,1,2,1,0,0,0,"arabic","Libya",1,0,0,1,0,0,2019-04-10,1172
3329,1321267,836,157,10,11,1,25,0,2,0,0,0,"arabic","Jordan",34,0,0,16,0,0,2019-04-27,3
3330,208051,347,41,10,12,0,15,0,0,0,0,0,"arabic","Egypt",103,0,2,42,0,0,2019-04-12,386
3331,10858016,257,61,10,11,0,24,0,2,0,0,0,"arabic","Egypt",26,0,0,10,0,0,2019-04-06,952
3332,1898860,1820,123,10,16,4,23,0,2,0,0,0,"arabic","UAE",58,0,0,27,0,0,2019-04-07,1323
3333,1276803,187,10,10,2,0,1,0,0,0,0,0,"arabic","Jordan",67,0,0,34,0,0,2019-04-07,3
3334,1274423,834,46,10,7,1,16,0,0,0,0,0,"arabic","Jordan",11,0,1,7,0,0,2019-04-23,389
3335,1896684,1388,96,10,14,5,17,0,1,0,0,0,"arabic","UAE",53,0,0,25,0,0,2019-04-05,1323
3336,606157,937,47,10,14,1,9,0,0,0,0,0,"arabic","Egypt",21,0,0,10,0,0,2019-04-05,380
3337,1896027,1387,47,10,11,2,7,0,1,0,0,0,"arabic","UAE",117,0,1,50,0,0,2019-04-04,1323
3338,479801,59,7,10,14,1,2,0,0,0,0,0,"arabic","US",66,1,0,29,0,0,2019-04-03,1377
3339,15053479,590,61,10,9,1,13,1,0,0,0,0,"arabic","Russia",26,0,1,12,0,0,2019-04-09,548
3340,152519,675,24,10,5,1,2,1,0,0,0,0,"arabic","Egypt",23,0,0,15,0,0,2019-04-21,1474
3341,2772365,330,45,10,6,0,9,0,0,0,0,0,"arabic","Location hidden",18,0,0,12,0,0,2019-04-27,913
3342,6246,181,4,10,0,0,0,5,6,0,0,0,"arabic","Libya",26,0,0,13,0,0,2019-04-12,1017
3343,241701,466,29,10,14,0,3,0,0,0,0,0,"arabic","Libya",25,0,0,17,0,0,2019-04-10,439
3344,216832,318,30,10,16,2,12,1,0,0,0,0,"arabic","Qatar",18,0,0,11,0,0,2019-04-07,862
3345,416441,1299,103,10,23,0,40,1,1,0,0,0,"arabic","Libya",104,5,0,47,0,0,2019-04-08,1381
3346,20359,203,13,10,7,0,3,0,0,0,0,0,"arabic","Libya",85,0,2,51,0,0,2019-04-20,1017
3347,574077,1803,223,10,23,4,95,3,14,0,0,0,"arabic","Libya",26,0,0,13,1,0,2019-04-28,1160
3348,602828,42,9,10,1,0,5,0,0,0,0,0,"arabic","Tunisia",26,0,0,17,0,0,2019-04-24,754
3349,131346,228,14,10,1,1,1,0,5,0,0,0,"arabic","Libya",36,0,0,11,0,0,2019-04-07,1106
3350,NA,647,66,10,2,6,5,37,2,0,0,0,"arabic","Libya",33,0,0,14,0,0,2019-04-25,1012
3351,4482024,233,58,10,3,2,29,6,8,0,0,0,"arabic","Germany",31,0,0,17,0,0,2019-04-16,220
3352,133057,636,26,10,10,0,3,1,0,0,0,0,"arabic","Libya",94,4,2,51,2,0,2019-04-22,1106
3353,13245507,302,26,10,13,0,8,1,2,0,0,0,"arabic","Qatar",20,0,0,12,0,0,2019-04-04,1252
3354,909119,77,20,10,2,0,0,1,0,0,0,0,"arabic","Egypt",102,0,0,43,0,0,2019-04-14,1427
3355,1271856,698,81,10,5,2,44,0,7,0,0,0,"arabic","Jordan",12,0,0,6,0,0,2019-04-06,3
3356,NA,297,11,10,2,0,3,0,1,0,0,0,"arabic","Turkey",25,0,0,14,0,0,2019-04-11,1272
3357,133381,837,202,10,6,5,119,0,1,0,0,0,"arabic","Libya",89,0,0,25,0,0,2019-04-24,1478
3358,1282961,818,35,10,1,3,18,0,1,0,0,0,"arabic","Libya",36,2,0,22,1,0,2019-04-10,1101
3359,57987,201,90,10,0,4,3,10,17,0,0,0,"arabic","Libya",56,0,0,33,0,0,2019-04-10,1345
3360,608783,489,49,10,0,4,30,0,0,0,0,0,"arabic","Egypt",25,0,0,13,0,0,2019-04-10,380
3361,1273606,650,158,10,8,6,99,0,26,0,0,0,"arabic","Jordan",29,0,0,7,0,0,2019-04-16,389
3362,142047,57,4,10,2,0,0,0,0,0,0,0,"arabic","Egypt",63,1,3,33,0,0,2019-04-08,908
3363,199849,365,20,10,2,2,12,0,7,0,0,0,"arabic","Libya",66,0,0,26,1,0,2019-04-08,959
3364,115802,654,24,10,9,1,2,0,0,0,0,0,"arabic","Libya",79,0,0,38,0,0,2019-04-26,1186
3365,NA,474,114,10,0,2,14,0,8,0,0,0,"arabic","UK",50,0,0,17,0,0,2019-04-30,962
3366,2280637,665,94,10,7,2,28,0,0,0,0,0,"arabic","Libya",42,0,0,20,0,0,2019-04-20,1220
3367,1282781,1057,64,10,7,2,31,2,1,0,0,0,"arabic","Libya",35,0,0,17,0,0,2019-04-21,1101
3368,568690,890,15,10,8,5,2,3,2,0,0,0,"arabic","Libya",88,0,1,33,0,0,2019-04-17,681
3369,128085,438,16,10,0,0,0,4,0,0,0,0,"arabic","Libya",106,1,0,39,0,0,2019-04-17,1478
3370,200454,571,51,10,10,3,26,1,0,0,0,0,"arabic","Libya",46,0,0,17,0,0,2019-04-17,959
3371,242364,503,29,10,6,1,2,1,0,0,0,0,"arabic","Libya",99,3,0,42,1,0,2019-04-11,439
3372,NA,843,90,10,25,0,11,2,0,0,0,0,"arabic","Libya",16,0,0,6,0,0,2019-04-11,1373
3373,311603,775,17,10,0,6,0,0,4,0,0,0,"arabic","Libya",92,0,0,31,0,0,2019-04-30,1169
3374,194009,41,0,10,0,0,0,3,7,0,0,0,"arabic","Morocco",109,0,1,43,1,0,2019-04-13,891
3375,4915901,619,105,10,4,12,15,0,8,0,0,0,"arabic","Location hidden",24,0,0,10,0,0,2019-04-06,112
3376,813673,27,11,10,0,0,0,0,3,0,0,0,"arabic","Tunisia",28,0,0,9,1,0,2019-04-11,424
3377,4950259,190,9,10,2,0,1,1,2,0,0,0,"arabic","Location hidden",8,0,0,4,0,0,2019-04-17,112
3378,105002,172,7,10,16,0,1,0,0,0,0,0,"arabic","Egypt",98,0,0,56,0,0,2019-04-08,435
3379,162838,404,16,10,0,1,2,0,6,0,0,0,"arabic","Egypt",22,0,1,17,0,0,2019-04-30,1474
3380,NA,293,12,10,2,1,0,1,3,0,0,0,"arabic","Turkey",24,0,0,11,0,0,2019-04-30,858
3381,231023,109,9,10,0,0,0,0,6,0,0,0,"arabic","Libya",87,0,0,44,1,0,2019-04-16,574
3382,4946833,286,18,10,1,0,1,0,0,0,0,0,"arabic","Location hidden",25,0,0,12,0,0,2019-04-15,112
3383,422207,800,150,10,7,0,34,1,0,0,0,0,"arabic","Libya",104,0,1,45,0,0,2019-04-26,1381
3384,558035,1860,214,10,4,5,196,6,14,0,0,0,"arabic","Libya",18,0,0,12,0,0,2019-04-09,681
3385,264649,880,24,10,7,2,0,0,0,0,0,0,"arabic","Libya",11,1,0,3,0,0,2019-04-03,1169
3386,152519,385,4,10,0,0,3,0,0,0,0,0,"arabic","Egypt",23,0,0,9,0,0,2019-04-21,1474
3387,2683698,86,18,10,6,1,1,3,2,0,4184,4214,"arabic","Location hidden",39,0,0,26,0,0,2019-04-18,1282
3388,11095,4,0,10,0,0,0,0,0,0,60,185,"arabic","Tunisia",17,0,0,5,0,0,2019-04-14,1041
3389,870597,365,50,10,3,0,5,2,1,0,0,0,"arabic","Saudi Arabia",47,0,0,22,0,0,2019-04-14,317
3390,983337,120,13,10,0,1,3,4,4,0,0,0,"arabic","Tunisia",24,0,0,14,0,0,2019-04-28,456
3391,637761,31,4,10,0,0,0,7,3,0,0,0,"arabic","Tunisia",23,0,0,12,0,0,2019-04-28,127
3392,499115,380,25,10,7,0,8,0,0,0,0,0,"arabic","Libya",15,0,0,6,0,0,2019-04-28,1279
3393,2501949,205,24,10,3,1,1,2,8,0,0,0,"arabic","UAE",27,0,0,10,0,0,2019-04-07,180
3394,431658,404,66,10,10,0,23,0,1,0,0,0,"arabic","Libya",110,0,2,32,0,0,2019-04-16,1052
3395,217759,160,15,10,3,0,3,0,0,0,0,0,"arabic","Qatar",73,1,0,33,0,0,2019-04-16,862
3396,133727,369,30,10,4,0,3,1,0,0,0,0,"arabic","Libya",109,2,0,43,0,0,2019-04-08,1473
3397,133877,1071,59,10,3,2,63,0,1,0,0,0,"arabic","Location hidden",14,0,0,5,0,0,2019-04-08,1168
3398,112281,71,10,10,0,0,0,0,0,0,0,0,"arabic","Libya",63,0,1,24,0,0,2019-04-17,889
3399,332087,25,2,10,1,0,2,0,1,0,0,0,"arabic","Tunisia",105,0,0,43,0,0,2019-04-23,160
3400,361372,831,588,10,27,12,471,3,11,0,0,0,"arabic","Libya",32,0,0,18,0,0,2019-03-31,1210
3401,NA,66,0,10,4,0,0,0,0,0,0,0,"arabic","Turkey",28,0,1,15,0,0,2019-04-20,1452
3402,1071745,309,14,10,10,2,1,4,1,0,0,0,"arabic","Turkey",39,0,0,13,0,0,2019-04-20,1205
3403,11596369,395,44,10,1,1,8,15,4,0,0,0,"arabic","US",23,0,0,11,0,0,2019-04-20,74
3404,1281642,512,43,10,9,0,6,0,2,0,0,0,"arabic","Jordan",41,0,0,27,0,0,2019-04-08,3
3405,606157,347,3,10,8,0,0,0,0,0,0,0,"arabic","Egypt",23,0,0,10,0,0,2019-04-05,380
3406,1268005,854,32,10,11,2,4,0,0,0,0,0,"arabic","Jordan",12,0,0,7,0,0,2019-04-05,3
3407,2277698,445,69,10,6,2,28,0,0,0,0,0,"arabic","Libya",27,0,0,9,0,0,2019-04-05,1220
3408,7037890,259,8,10,9,0,3,2,1,0,0,0,"arabic","Egypt",19,0,1,9,0,0,2019-04-06,258
3409,1127126,163,14,10,8,0,0,0,0,0,0,0,"arabic","Egypt",22,0,0,13,0,0,2019-04-06,28
3410,2712252,1804,107,10,29,5,20,1,0,0,0,0,"arabic","Jordan",20,0,0,9,0,0,2019-04-09,4
3411,1280810,762,111,10,10,3,30,0,0,0,0,0,"arabic","Jordan",25,0,0,14,0,0,2019-04-29,389
3412,1304755,890,124,10,28,1,26,0,3,0,0,0,"arabic","Jordan",45,0,0,20,0,0,2019-04-17,3
3413,5198741,822,65,10,1,8,10,0,4,0,0,0,"arabic","UAE",19,0,0,13,0,0,2019-04-23,1254
3414,787311,3255,117,10,13,5,42,1,0,0,0,0,"arabic","Tunisia",21,0,0,12,0,0,2019-04-23,890
3415,128879,1329,53,10,2,9,11,0,4,0,0,0,"arabic","Libya",19,0,0,10,0,0,2019-04-23,1253
3416,153655,1116,33,10,3,2,10,2,0,0,0,0,"arabic","Egypt",25,0,0,16,0,0,2019-04-23,1474
