"post_id","Page.Likes.at.Posting","Likes","Comments","Shares","Love","Wow","Haha","Sad","Angry","Thankful","Post.Views","Total.Views","language","plurality","unigrams_total","gna_unigrams","lna_unigrams","bigrams_total","gna_bigrams","lna_bigrams","post_date","page_id"
3417,1139525,76,4,10,4,1,1,0,0,0,0,0,"arabic","Egypt",26,0,0,12,0,0,2019-04-19,71
3418,234729,49,3,10,0,0,1,0,0,0,0,0,"arabic","Egypt",26,0,0,12,0,0,2019-04-19,844
3419,1312222,826,730,10,98,5,61,3,16,0,12799,16399,"arabic","Jordan",11,0,0,7,0,0,2019-04-21,3
3420,2716223,2385,282,10,29,3,79,1,10,0,0,0,"arabic","Jordan",17,0,0,9,0,0,2019-04-20,4
3421,234673,3087,321,10,78,10,107,1,0,0,0,0,"arabic","Libya",16,0,0,5,0,0,2019-04-28,1209
3422,NA,538,24,10,1,0,0,28,0,0,0,0,"arabic","Location hidden",88,0,0,26,0,0,2019-04-27,1113
3423,148295,1227,21,10,10,3,1,1,0,0,0,0,"arabic","Libya",1,0,0,1,0,0,2019-04-08,815
3424,171626,2396,229,10,7,34,4,76,3,0,0,0,"arabic","Libya",4,0,0,2,0,0,2019-04-12,1218
3425,130114,1007,32,10,8,4,0,4,1,0,0,0,"arabic","Libya",13,0,0,6,0,0,2019-04-14,1478
3426,62572,1221,54,10,4,9,10,1,4,0,0,0,"arabic","Libya",16,0,1,7,0,0,2019-04-14,1171
3427,137486,349,132,10,3,1,2,3,5,0,0,0,"arabic","Libya",18,0,0,9,0,0,2019-04-14,1335
3428,272333,911,20,10,15,1,1,0,0,0,0,0,"arabic","Libya",37,0,0,24,0,0,2019-04-06,1169
3429,223604,1298,64,10,32,3,17,1,0,0,0,0,"arabic","Libya",10,0,0,6,0,0,2019-04-06,476
3430,207321,1498,55,10,15,3,13,0,0,0,0,0,"arabic","Libya",8,0,0,3,0,0,2019-04-06,1132
3431,164404,503,51,10,2,2,0,27,4,0,0,0,"arabic","Libya",10,0,0,5,0,0,2019-04-15,1159
3432,303814,2211,115,10,33,2,1,0,0,0,0,0,"arabic","Libya",14,0,0,8,0,0,2019-04-15,1169
3433,189735,1135,21,10,7,1,2,0,0,0,0,0,"arabic","Libya",17,0,0,7,0,0,2019-04-24,1190
3434,612983,1617,28,10,1,12,2,6,2,0,0,0,"arabic","Egypt",7,0,0,3,0,0,2019-04-23,380
3435,14464,167,27,10,9,1,0,7,0,0,0,0,"arabic","Tunisia",45,0,0,23,0,0,2019-04-16,711
3436,126902,1326,82,10,17,2,2,2,3,0,0,0,"arabic","Libya",28,0,0,21,0,0,2019-04-16,1478
3437,137829,375,22,10,16,2,0,0,0,0,6162,6444,"arabic","Turkey",11,0,0,7,0,0,2019-04-29,1272
3438,NA,179,30,10,8,0,2,0,1,0,3229,3409,"arabic","Libya",21,1,1,13,0,0,2019-04-13,911
3439,NA,142,10,10,0,0,0,8,6,0,2289,2523,"arabic","Turkey",5,0,0,3,0,0,2019-04-13,1312
3440,528298,444,43,10,0,10,0,18,3,0,14097,14243,"arabic","Location hidden",7,0,0,3,0,0,2019-04-13,1332
3441,192218,526,27,10,5,4,14,6,0,0,0,0,"arabic","Libya",4,0,0,1,0,0,2019-04-23,1218
3442,124824,569,6,10,1,6,0,0,0,0,0,0,"arabic","Libya",38,0,0,18,0,0,2019-04-10,1478
3443,NA,172,9,10,5,1,1,0,0,0,1693,2079,"arabic","Turkey",11,0,0,6,0,0,2019-04-10,858
3444,207360,511,26,10,11,1,2,0,0,0,5711,6164,"arabic","Tunisia",9,0,0,5,0,0,2019-04-10,774
3445,515235,612,86,10,1,6,0,79,3,0,12710,14939,"arabic","Location hidden",13,0,0,7,0,0,2019-04-10,1332
3446,196410,3276,267,10,9,47,5,77,5,0,0,0,"arabic","Turkey",4,0,0,3,0,0,2019-04-26,1218
3447,262537,352,32,10,5,5,4,2,1,0,0,0,"arabic","Libya",45,0,0,24,0,0,2019-04-25,946
3448,787219,2889,47,10,1,9,1,16,1,0,0,0,"arabic","Location hidden",6,0,0,1,0,0,2019-04-22,890
3449,217739,202,13,10,5,0,1,0,0,0,3660,3874,"arabic","Tunisia",1,0,0,1,0,0,2019-04-11,40
3450,144000,625,8,10,2,1,4,0,0,0,0,0,"arabic","Egypt",25,0,0,12,0,0,2019-04-11,1474
3451,283253,915,19,10,13,1,1,0,0,0,0,0,"arabic","Libya",16,0,0,9,0,0,2019-04-09,1169
3452,NA,733,26,10,15,0,3,0,0,0,0,0,"arabic","Libya",16,0,0,6,0,0,2019-04-09,927
3453,268587,2710,80,10,27,8,3,2,0,0,0,0,"arabic","Libya",15,0,0,9,0,0,2019-04-09,1326
3454,272890,3004,710,10,18,0,2,36,1,0,0,0,"arabic","Libya",18,0,0,7,0,0,2019-04-09,820
3455,524401,1706,61,10,22,0,5,0,0,0,0,0,"arabic","Libya",16,0,0,7,0,0,2019-04-09,1274
3456,38796,1251,76,10,30,0,0,0,0,0,0,0,"arabic","Libya",10,0,0,7,0,0,2019-04-09,1233
3457,158517,755,51,10,12,0,1,1,0,0,0,0,"arabic","Libya",19,0,1,14,0,0,2019-04-25,815
3458,NA,937,41,10,3,2,0,8,0,0,0,0,"arabic","Libya",8,0,0,5,0,0,2019-04-19,1253
3459,186556,2634,121,10,15,4,137,3,0,0,0,0,"arabic","Libya",15,0,0,5,0,0,2019-04-21,1301
3460,186556,5444,501,10,18,14,7,99,3,0,0,0,"arabic","Libya",18,0,0,7,0,0,2019-04-21,1301
3461,44953,1588,102,10,33,1,2,0,0,0,0,0,"arabic","Libya",10,0,0,6,0,0,2019-04-21,1233
3462,NA,377,24,10,8,1,0,0,0,0,0,0,"arabic","Libya",20,0,0,13,0,0,2019-04-20,809
3463,234543,236,10,10,0,0,4,0,3,0,3384,3574,"arabic","Tunisia",13,0,2,10,0,0,2019-04-28,774
3464,1066000,201,13,10,0,1,2,0,4,0,0,0,"arabic","Turkey",42,0,0,19,0,0,2019-04-12,1205
3465,1002501,330,21,10,2,0,6,0,0,0,0,0,"arabic","Morocco",24,0,0,8,0,0,2019-04-12,915
3466,2281446,440,107,10,3,0,10,0,1,0,0,0,"arabic","Libya",25,0,0,17,0,0,2019-04-08,1220
3467,955267,402,60,10,0,4,31,0,0,0,0,0,"arabic","Location hidden",29,0,0,16,0,0,2019-04-22,818
3468,875601,141,21,10,9,1,13,0,2,0,0,0,"arabic","Tunisia",25,1,0,13,0,0,2019-04-06,212
3469,296071,712,9,10,10,0,0,0,1,0,0,0,"arabic","Libya",24,2,0,9,0,0,2019-04-19,1169
3470,394097,722,72,10,20,0,22,0,1,0,0,0,"arabic","Libya",8,0,0,4,0,0,2019-04-12,784
3471,954070,625,170,10,3,2,23,0,0,0,0,0,"arabic","Location hidden",23,0,0,13,0,0,2019-04-12,818
3472,368383,359,10,10,2,0,3,0,0,0,0,0,"arabic","Libya",88,3,0,45,0,0,2019-04-01,1459
3473,NA,549,40,10,24,1,2,0,1,0,0,0,"arabic","Libya",37,0,0,10,0,0,2019-04-27,961
3474,606804,460,31,10,2,4,19,0,1,0,0,0,"arabic","Egypt",23,0,0,11,0,0,2019-04-06,380
3475,373362,655,71,10,5,2,13,0,3,0,0,0,"arabic","Libya",53,0,0,25,0,0,2019-04-15,1459
3476,6549031,174,32,10,9,0,8,1,1,0,0,0,"arabic","Tunisia",27,0,0,16,0,0,2019-04-05,455
3477,473838,318,10,10,4,0,5,0,0,0,0,0,"arabic","Libya",1,0,0,1,0,0,2019-04-05,1279
3478,507401,200,18,10,1,5,1,1,6,0,0,0,"arabic","Tunisia",26,0,0,14,0,0,2019-04-17,39
3479,129906,510,33,10,5,0,0,6,1,0,0,0,"arabic","Libya",102,2,0,48,0,0,2019-04-16,1275
3480,1274423,483,35,10,8,0,14,0,0,0,0,0,"arabic","Jordan",28,0,0,16,0,0,2019-04-23,389
3481,NA,836,50,10,20,0,7,0,0,0,0,0,"arabic","Malta",12,1,0,7,0,0,2019-04-26,1312
3482,137396,194,132,10,0,1,24,0,11,0,4899,5065,"arabic","Libya",92,0,5,33,0,0,2019-04-28,1478
3483,160183,602,51,10,5,6,23,1,3,0,0,0,"arabic","Egypt",25,0,0,11,0,0,2019-04-28,1474
3484,NA,726,45,10,10,3,4,24,3,0,0,0,"arabic","Libya",25,0,0,17,0,0,2019-04-28,809
3485,192936,322,23,10,3,0,9,0,1,0,0,0,"arabic","Libya",96,0,0,33,0,0,2019-03-31,959
3486,203144,590,34,10,14,1,18,0,0,0,0,0,"arabic","Libya",59,0,0,19,0,0,2019-04-28,959
3487,171126,415,30,10,1,10,18,0,0,0,0,0,"arabic","Libya",34,0,0,6,0,0,2019-04-28,1237
3488,472877,448,50,10,5,3,22,0,2,0,0,0,"arabic","Libya",14,0,0,7,0,0,2019-04-04,1279
3489,2277698,694,71,10,7,0,23,0,1,0,0,0,"arabic","Libya",27,0,0,11,0,0,2019-04-05,1220
3490,1282200,492,45,10,6,3,23,0,0,0,0,0,"arabic","Libya",15,0,0,10,0,0,2019-04-05,1101
3491,132768,211,10,10,3,0,4,0,1,0,0,0,"arabic","Libya",20,0,0,9,0,0,2019-04-06,805
3492,955308,575,139,10,0,7,74,1,1,0,0,0,"arabic","Location hidden",28,0,0,15,0,0,2019-04-23,818
3493,1980239,203,4,10,0,1,5,0,0,0,0,0,"arabic","Russia",19,0,0,9,0,0,2019-04-22,578
3494,311895,601,23,10,2,0,115,0,0,0,0,0,"arabic","Location hidden",13,0,0,8,0,0,2019-04-19,1453
3495,116127,2576,862,10,16,43,877,1,2,0,0,0,"arabic","Libya",13,0,0,6,0,0,2019-04-19,442
3496,1104766,34,6,10,0,0,1,0,0,0,0,0,"arabic","Tunisia",24,3,0,11,1,0,2019-04-17,675
3497,489989,350,26,10,4,0,5,1,1,0,0,0,"arabic","Libya",18,3,0,10,1,0,2019-04-16,1279
3498,130422,724,258,10,11,3,0,43,2,0,0,0,"arabic","Libya",41,0,0,18,0,0,2019-03-31,1064
3499,115818,52,11,10,3,0,0,1,0,0,0,0,"arabic","Libya",118,0,1,98,0,0,2019-04-28,1339
3500,NA,1711,206,10,36,3,10,0,1,0,0,0,"arabic","Libya",22,0,0,8,0,0,2019-04-28,1271
3501,NA,246,21,10,4,0,11,2,1,0,0,0,"arabic","Spain",47,0,0,23,0,0,2019-04-12,1373
3502,133912,216,32,10,0,2,8,0,10,0,0,0,"arabic","Libya",24,1,0,11,0,0,2019-04-14,1106
3503,1282818,285,106,10,2,11,17,2,2,0,0,0,"arabic","Libya",38,0,0,19,0,0,2019-04-14,1101
3504,139815,634,37,10,6,4,0,0,0,0,0,0,"arabic","Egypt",23,0,0,8,0,0,2019-04-30,1100
3505,NA,945,274,10,0,0,0,161,0,0,0,0,"arabic","Libya",50,0,0,18,0,0,2019-04-30,1271
3506,390364,2344,199,10,25,11,319,1,0,0,0,0,"arabic","Libya",20,0,0,12,0,0,2019-04-13,1210
3507,NA,8,0,10,0,0,0,1,0,0,0,0,"arabic","Tunisia",39,1,0,13,1,0,2019-04-08,1368
3508,NA,647,26,10,5,0,0,0,0,0,0,0,"arabic","Libya",12,0,0,7,0,0,2019-04-21,207
3509,234311,1062,45,10,8,3,0,0,0,0,0,0,"arabic","Libya",10,0,0,4,0,0,2019-04-03,1326
3510,2277368,1062,123,10,4,12,61,3,0,0,0,0,"arabic","Libya",25,0,0,10,0,0,2019-04-03,1220
3511,185300,809,39,10,0,5,9,0,1,0,0,0,"arabic","Location hidden",5,0,0,3,0,0,2019-04-03,774
3512,189043,1253,258,10,10,3,35,1,1,0,0,0,"arabic","Libya",59,1,0,28,0,0,2019-04-06,1223
3513,413865,366,35,10,8,1,23,0,1,0,0,0,"arabic","Libya",61,1,0,29,0,0,2019-04-06,1406
3514,NA,1231,154,10,21,2,51,0,1,0,0,0,"arabic","Libya",59,1,0,28,0,0,2019-04-06,1291
3515,280100,1778,51,10,21,4,8,1,0,0,0,0,"arabic","Libya",32,0,0,18,0,0,2019-04-25,1326
3516,28806,266,11,10,2,0,1,0,3,0,0,0,"arabic","Libya",38,0,0,27,0,0,2019-04-25,1017
3517,262253,244,24,10,0,0,8,0,0,0,0,0,"arabic","Libya",57,0,0,25,0,0,2019-04-08,946
3518,420178,1167,89,10,13,2,27,0,0,0,0,0,"arabic","Libya",17,0,0,10,0,0,2019-04-22,1381
3519,1282796,546,39,10,3,0,3,20,16,0,0,0,"arabic","Libya",14,0,0,7,0,0,2019-04-22,1101
3520,110580,499,18,10,30,0,24,0,0,0,0,0,"arabic","Libya",1,0,0,1,0,0,2019-04-21,1327
3521,124974,748,28,10,8,1,1,0,1,0,0,0,"arabic","Turkey",20,0,0,15,0,0,2019-04-20,1272
3522,2280637,971,195,10,14,1,62,1,0,0,0,0,"arabic","Libya",19,0,0,12,0,0,2019-04-20,1220
3523,419022,313,33,10,1,1,13,0,0,0,0,0,"arabic","Libya",65,0,0,16,0,0,2019-04-10,1381
3524,484436,322,29,10,3,1,10,2,0,0,0,0,"arabic","Libya",13,0,0,6,0,0,2019-04-10,1279
3525,1552184,239,28,10,9,0,19,2,1,0,0,0,"arabic","Location hidden",10,0,1,5,0,0,2019-04-10,381
3526,NA,236,5,10,5,0,0,0,1,0,0,0,"arabic","Libya",11,0,0,6,0,0,2019-04-10,1213
3527,288044,727,13,10,3,0,1,1,0,0,0,0,"arabic","Libya",156,2,0,142,0,0,2019-04-10,1169
3528,13257727,810,48,10,35,2,9,0,1,0,0,0,"arabic","Qatar",19,0,0,9,0,0,2019-04-10,1252
3529,NA,386,24,10,0,3,5,2,15,0,0,0,"arabic","Libya",20,0,0,5,0,0,2019-04-17,1313
3530,60565,41,5,10,0,0,1,0,0,0,1294,1706,"arabic","Libya",74,1,0,27,0,0,2019-04-17,1432
3531,500236,667,70,10,3,2,4,18,8,0,0,0,"arabic","Libya",8,0,0,2,0,0,2019-04-23,1189
3532,2157910,173,22,10,4,0,0,0,0,0,0,0,"arabic","Egypt",33,0,1,16,0,0,2019-04-16,888
3533,21651,75,11,10,9,0,2,0,0,0,0,0,"arabic","Tunisia",15,0,0,8,0,0,2019-04-19,1307
3534,NA,381,23,10,8,0,3,0,0,0,0,0,"arabic","Libya",23,0,0,15,0,0,2019-04-19,809
3535,954853,770,136,10,4,3,0,1,0,0,0,0,"arabic","Location hidden",16,0,0,7,0,0,2019-04-19,818
3536,NA,480,33,10,0,9,1,14,8,0,0,0,"arabic","Libya",7,0,0,3,0,0,2019-04-19,1253
3537,NA,746,83,10,15,0,10,0,0,0,0,0,"arabic","Libya",41,0,0,13,0,0,2019-04-18,758
3538,1979695,92,6,10,0,1,2,0,0,0,0,0,"arabic","Russia",31,0,0,14,0,0,2019-04-18,578
3539,NA,1100,120,10,11,12,45,0,5,0,0,0,"arabic","Libya",8,1,0,5,1,0,2019-04-23,758
3540,NA,894,67,10,16,1,1,0,0,0,0,0,"arabic","Libya",17,1,0,12,0,0,2019-04-23,809
3541,NA,413,19,10,3,2,1,1,0,0,0,0,"arabic","Libya",16,0,0,10,0,0,2019-04-23,809
3542,421181,1891,183,10,33,7,42,1,0,0,0,0,"arabic","Libya",15,0,0,6,0,0,2019-04-23,1381
3543,492631,511,18,10,5,2,2,4,0,0,0,0,"arabic","Libya",15,0,0,10,0,0,2019-04-18,1279
3544,NA,608,27,10,14,0,0,0,0,0,0,0,"arabic","Libya",19,1,0,9,0,0,2019-04-18,809
3545,182361,190,15,10,1,0,5,0,0,0,4363,4576,"arabic","Libya",14,0,0,6,0,0,2019-04-18,1281
3546,230982,298,45,10,6,0,9,0,0,0,0,0,"arabic","Libya",14,0,0,6,0,0,2019-04-18,574
3547,NA,659,65,10,20,0,3,0,0,0,0,0,"arabic","Libya",18,0,1,6,0,0,2019-04-18,1313
3548,137706,1124,64,10,14,0,12,0,0,0,0,0,"arabic","Libya",12,0,0,8,0,0,2019-04-18,1342
3549,230982,250,17,10,4,2,14,0,1,0,0,0,"arabic","Libya",58,0,0,25,0,0,2019-04-18,574
3550,2280867,931,83,10,21,4,31,0,0,0,0,0,"arabic","Libya",17,0,0,11,0,0,2019-04-18,1220
3551,122810,98,68,10,2,1,13,0,1,0,0,0,"arabic","UK",53,0,0,19,0,0,2019-04-04,1456
3552,NA,599,41,10,32,0,1,0,0,0,0,0,"arabic","Libya",8,0,0,5,0,0,2019-04-04,1275
3553,4908522,209,32,10,0,0,4,4,23,0,0,0,"arabic","Location hidden",29,0,0,14,0,0,2019-04-04,112
3554,1896027,727,34,10,8,1,5,2,1,0,0,0,"arabic","UAE",50,0,0,24,0,0,2019-04-04,1323
3555,948755,535,19,10,5,1,0,1,0,0,0,0,"arabic","Location hidden",30,0,0,17,0,0,2019-04-04,818
3556,355171,89,8,10,5,0,0,0,1,0,0,0,"arabic","Egypt",9,0,0,2,0,0,2019-04-04,1379
3557,605691,683,23,10,11,0,1,0,0,0,0,0,"arabic","Egypt",22,0,0,11,0,0,2019-04-04,380
3558,948755,559,105,10,4,0,0,0,0,0,0,0,"arabic","Location hidden",13,0,0,4,0,0,2019-04-04,818
3559,535359,2402,106,10,28,11,26,1,2,0,0,0,"arabic","Libya",8,0,0,3,0,0,2019-04-03,681
3560,367307,651,40,10,16,7,1,0,2,0,0,0,"arabic","Libya",9,0,0,6,0,0,2019-04-03,1245
3561,314712,1661,154,10,70,5,38,2,1,0,0,0,"arabic","Libya",13,0,0,7,0,0,2019-04-07,1165
3562,605519,601,14,10,9,1,5,0,0,0,0,0,"arabic","Egypt",27,0,0,15,0,0,2019-04-03,380
3563,255136,1423,45,10,4,11,1,3,10,0,0,0,"arabic","Libya",7,0,0,2,0,0,2019-04-06,820
3564,488744,437,43,10,7,0,10,0,0,0,0,0,"arabic","Libya",18,0,0,12,0,0,2019-04-13,1279
3565,119483,380,54,10,29,1,2,1,0,0,4329,4504,"arabic","Turkey",21,0,0,12,0,0,2019-04-18,1272
3566,NA,501,15,10,8,1,0,0,0,0,0,0,"arabic","Turkey",27,1,0,12,0,0,2019-04-16,1272
3567,2280555,1063,131,10,14,4,77,0,0,0,0,0,"arabic","Libya",16,0,0,8,0,0,2019-04-23,1220
3568,15053479,651,65,10,6,1,34,0,2,0,0,0,"arabic","Russia",15,0,0,7,0,0,2019-04-09,548
3569,5524681,253,24,10,19,1,16,0,0,0,0,0,"arabic","Turkey",48,0,0,29,0,0,2019-04-07,1471
3570,395783,456,44,10,13,0,14,0,0,0,0,0,"arabic","Libya",1,0,0,1,0,0,2019-04-13,784
3571,NA,554,20,10,20,0,1,0,0,0,0,0,"arabic","Turkey",21,0,0,13,0,0,2019-04-28,858
3572,NA,342,17,10,0,1,0,1,0,0,0,0,"arabic","Libya",19,0,0,13,0,0,2019-04-15,1012
3573,NA,282,4,10,8,0,0,0,0,0,4349,4532,"arabic","Turkey",13,0,0,7,0,0,2019-04-15,1272
3574,NA,78,3,10,2,0,1,0,0,0,1307,2146,"arabic","Turkey",16,0,0,9,0,0,2019-04-09,858
3575,207073,827,61,10,22,4,10,0,1,0,0,0,"arabic","Libya",12,0,0,7,0,0,2019-04-14,1040
3576,2772582,161,26,10,4,1,9,0,0,0,0,0,"arabic","Location hidden",23,1,0,7,0,0,2019-04-17,913
3577,1282930,461,37,10,12,0,12,0,0,0,0,0,"arabic","Libya",31,0,0,17,0,0,2019-04-24,1101
3578,1282333,536,26,10,10,2,7,0,0,0,0,0,"arabic","Libya",1,0,0,1,0,0,2019-04-16,1101
3579,158968,709,50,10,27,2,1,0,0,0,10959,11075,"arabic","Libya",9,0,0,6,0,0,2019-04-23,923
3580,NA,486,40,10,12,0,5,0,0,0,0,0,"arabic","Turkey",13,0,0,4,0,0,2019-04-22,1452
3581,140032,518,13,10,10,2,2,0,0,0,9082,9203,"arabic","Turkey",17,0,0,10,0,0,2019-04-30,1272
3582,176974,247,7,10,10,0,2,0,0,0,0,0,"arabic","Libya",55,0,1,26,0,0,2019-04-08,1190
3583,1900844,505,14,10,3,0,1,0,0,0,0,0,"arabic","UAE",70,0,0,36,0,0,2019-04-21,1323
3584,NA,781,20,10,3,2,3,0,1,0,0,0,"arabic","Libya",15,0,0,6,0,0,2019-04-24,1186
3585,962000,149,46,10,3,3,4,0,1,0,0,0,"arabic","Saudi Arabia",34,0,0,16,0,0,2019-04-23,317
3586,NA,1475,115,10,8,17,41,0,1,0,0,0,"arabic","Libya",4,0,0,3,0,0,2019-04-14,1117
3587,38435,285,23,10,5,1,8,1,0,0,0,0,"arabic","Libya",11,1,0,6,0,0,2019-04-12,950
3588,197920,2571,136,10,17,9,47,26,2,0,0,0,"arabic","Libya",8,0,0,3,0,0,2019-04-12,1092
3589,129048,1085,66,10,4,1,15,0,0,0,0,0,"arabic","Libya",32,1,0,11,0,0,2019-04-21,801
3590,290333,3242,122,10,11,25,31,0,1,0,0,0,"arabic","Libya",5,0,0,2,0,0,2019-04-21,820
3591,192797,1252,118,10,26,3,32,1,0,0,0,0,"arabic","Libya",4,0,0,2,0,0,2019-04-21,1223
3592,558035,1522,63,10,10,3,1,0,0,0,0,0,"arabic","Libya",54,3,0,20,0,0,2019-04-09,681
3593,126150,166,31,10,4,1,21,1,1,0,3601,4118,"arabic","Libya",29,0,0,12,0,0,2019-04-11,1478
3594,NA,1002,90,10,12,6,10,1,0,0,0,0,"arabic","Libya",69,0,0,43,0,0,2019-04-11,770
3595,285269,133,27,10,0,0,0,6,1,0,9031,9234,"arabic","Libya",19,0,0,12,0,0,2019-04-28,391
3596,NA,183,10,10,6,2,0,0,0,0,2697,2967,"arabic","Libya",12,0,0,5,0,0,2019-04-13,1264
3597,NA,974,72,10,23,0,13,0,0,0,0,0,"arabic","Malta",11,1,0,3,0,0,2019-04-15,1312
3598,138109,948,37,10,3,4,2,4,0,0,0,0,"arabic","Libya",6,0,0,3,0,0,2019-04-24,1253
3599,296555,2214,139,10,9,8,27,20,1,0,0,0,"arabic","Libya",19,0,0,9,0,0,2019-04-12,789
3600,NA,734,63,10,31,0,12,0,1,0,0,0,"arabic","Turkey",9,0,0,5,0,0,2019-04-11,1353
3601,611533,1312,20,10,4,4,1,2,0,0,0,0,"arabic","Egypt",22,0,0,8,0,0,2019-04-18,380
3602,261361,2313,125,10,26,5,20,1,1,0,0,0,"arabic","Libya",18,0,0,13,0,0,2019-04-08,1326
3603,286987,78,6,10,1,0,0,0,0,0,0,0,"arabic","Egypt",21,0,0,15,0,0,2019-04-29,998
3604,140007,1913,259,10,26,4,37,0,1,0,0,0,"arabic","Location hidden",25,0,0,14,0,0,2019-04-29,1168
3605,13293773,750,54,10,39,1,15,0,0,0,0,0,"arabic","Qatar",14,0,0,10,0,0,2019-04-29,1252
3606,184075,1049,168,10,25,0,16,0,0,0,0,0,"arabic","Libya",40,0,0,24,0,0,2019-04-10,1281
3607,242638,416,35,10,3,0,4,5,1,0,8567,8684,"arabic","Libya",10,0,0,4,0,0,2019-04-10,1316
3608,124824,164,3,10,3,0,1,0,1,0,1829,2088,"arabic","Libya",7,0,0,4,0,0,2019-04-10,1478
3609,276698,2823,88,10,18,5,9,2,2,0,0,0,"arabic","Libya",8,0,0,3,0,0,2019-04-10,820
3610,NA,290,12,10,10,0,0,0,0,0,2961,3357,"arabic","Libya",7,0,0,5,0,0,2019-04-10,1194
3611,2677039,204,13,9,2,0,0,0,0,0,0,0,"arabic","Egypt",25,0,1,9,0,0,2019-04-14,1200
3612,883823,36,11,9,0,1,2,0,1,0,0,0,"arabic","Egypt",94,1,0,33,0,0,2019-04-08,1109
3613,4717053,262,42,9,5,1,15,0,4,0,0,0,"arabic","Egypt",30,0,0,14,0,0,2019-04-06,1263
3614,128457,194,17,9,6,0,0,1,0,0,0,0,"arabic","Egypt",109,0,2,58,0,0,2019-04-06,1482
3615,722945,296,28,9,6,2,6,2,0,0,0,0,"arabic","Saudi Arabia",24,0,0,10,0,0,2019-04-05,317
3616,1900725,1947,270,9,21,4,72,1,3,0,0,0,"arabic","UAE",65,0,0,35,0,0,2019-04-20,1323
3617,949528,551,24,9,2,1,2,0,0,0,0,0,"arabic","Location hidden",30,0,0,17,0,0,2019-04-05,818
3618,680007,262,34,9,9,0,5,0,2,0,0,0,"arabic","Saudi Arabia",35,0,0,19,0,0,2019-04-04,317
3619,2677046,142,18,9,3,0,0,0,1,0,0,0,"arabic","Egypt",28,0,0,15,0,0,2019-04-17,1200
3620,281338,29,0,9,1,0,0,0,0,0,0,0,"arabic","Egypt",28,0,0,15,0,0,2019-04-09,998
3621,127284,1401,107,9,13,4,21,0,2,0,0,0,"arabic","Libya",98,1,2,33,0,1,2019-04-22,1253
3622,1282961,470,50,9,3,5,57,0,1,0,0,0,"arabic","Libya",32,0,0,10,0,0,2019-04-10,1101
3623,1246215,331,55,9,2,2,29,1,0,0,0,0,"arabic","Egypt",10,0,0,2,0,0,2019-04-10,996
3624,953184,423,42,9,0,4,2,0,0,0,0,0,"arabic","Location hidden",30,0,0,13,0,0,2019-04-10,818
3625,281032,116,3,9,0,0,0,0,0,0,0,0,"arabic","Egypt",27,0,0,14,0,0,2019-04-08,998
3626,241192,460,25,9,10,1,3,13,2,0,0,0,"arabic","Libya",60,1,1,34,1,0,2019-04-16,439
3627,NA,602,26,9,15,2,0,0,1,0,0,0,"arabic","Turkey",16,0,0,13,0,0,2019-04-11,1272
3628,124824,696,32,9,2,5,14,0,2,0,0,0,"arabic","Libya",29,0,0,10,0,0,2019-04-10,1478
3629,14951,133,5,9,3,0,0,0,0,0,0,0,"arabic","Libya",41,1,0,26,0,0,2019-04-16,1017
3630,NA,722,60,9,13,3,0,0,0,0,0,0,"arabic","Turkey",17,0,0,11,0,0,2019-04-16,1272
3631,241971,405,30,9,15,0,6,0,0,0,7422,7567,"arabic","Libya",38,0,0,28,0,0,2019-04-30,439
3632,422207,545,86,9,12,0,14,0,0,0,0,0,"arabic","Libya",21,1,0,8,0,0,2019-04-26,1381
3633,NA,854,65,9,42,1,2,1,0,0,0,0,"arabic","Libya",35,0,0,18,0,0,2019-04-24,809
3634,165850,659,63,9,1,0,15,2,0,0,0,0,"arabic","Libya",107,0,0,50,0,0,2019-04-24,1159
3635,286960,86,2,9,4,0,0,0,0,0,0,0,"arabic","Egypt",31,0,0,15,0,0,2019-04-27,998
3636,38435,250,18,9,2,1,0,2,1,0,0,0,"arabic","Libya",104,0,2,74,0,0,2019-04-12,950
3637,818072,34,2,9,0,0,0,0,0,0,0,0,"arabic","Egypt",29,0,0,14,0,0,2019-04-03,993
3638,215998,151,8,9,1,1,6,0,0,0,0,0,"arabic","Qatar",29,0,0,15,0,0,2019-04-04,862
3639,960627,104,47,9,2,0,0,5,1,0,0,0,"arabic","Saudi Arabia",38,0,0,18,0,0,2019-04-27,317
3640,172326,324,15,9,5,0,4,0,0,0,0,0,"arabic","Libya",103,1,1,35,0,0,2019-04-12,1178
3641,120954,269,22,9,7,3,16,0,0,0,5341,5621,"arabic","Libya",33,0,0,15,0,0,2019-04-05,1276
3642,183050,274,76,9,4,3,46,3,0,0,0,0,"arabic","Libya",26,0,0,13,0,0,2019-04-05,892
3643,429451,276,21,9,1,0,9,0,0,0,0,0,"arabic","Libya",91,0,0,30,0,0,2019-04-02,1052
3644,NA,596,23,9,4,2,11,0,1,0,0,0,"arabic","Libya",14,0,0,6,0,0,2019-04-24,1186
3645,508167,258,87,9,0,3,32,0,3,0,0,0,"arabic","Location hidden",20,0,0,7,0,0,2019-04-24,39
3646,199849,474,36,9,2,0,17,0,1,0,0,0,"arabic","Libya",78,1,0,30,0,0,2019-04-08,959
3647,1899416,974,168,9,16,5,28,1,4,0,0,0,"arabic","UAE",84,0,0,37,0,0,2019-04-08,1323
3648,152905,318,18,9,1,3,0,1,4,0,0,0,"arabic","Location hidden",17,1,0,10,0,0,2019-04-26,991
